# Object Type: Normal SNe Ia (HSF); Date: 2004-2009, 2019-2023; Number SNe: 738
Name,RA,DEC,Redshift,Redshift Error,Discovery Date (UT),Data Source(s)
SN 2022rbp,25.2798614,-13.3572934,0.06610906802732176,0.00013175781760327006,2022-08-10 09:37:26.400,HSF
SN 2020jht,179.80122268571,11.505493042857,0.030441059327783362,1.0006922855944561e-05,2020-05-09 04:03:46.656,HSF
SN 2020mbf,305.886333,19.7111,0.04734942331337769,0.0001467682018871869,2020-06-09 11:24:00.000,HSF
SN 2020jgl,142.243442219,-14.8055223401,0.00676534697880892,1.4343256093520538e-05,2020-05-07 06:54:43.200,HSF
SN 2019rrt,154.332458,36.651061,0.03349650643979843,1.3342563807926082e-05,2019-10-02 12:07:14.000,HSF
SN 2021lma,160.383852098,52.6510161544,0.06425445165802003,2.6685127615852164e-05,2021-05-06 04:48:58.000,HSF
SN 2021bnb,79.7020475,-36.62507,0.041943350022501234,7.772043418116943e-05,2021-02-02 08:47:02.400,HSF
SN 2021hwk,214.761322569,-7.39058508787,0.04111622062408591,5.7871304469971074e-06,2021-04-03 09:59:49.004,HSF
SN 2019hvj,231.278875,11.585211,0.08524263809198296,1.1674743331935322e-05,2019-06-20 04:31:47.000,HSF
SN 2021adu,92.225167,-39.693589,0.053420289845984056,0.0001300899971272793,2021-01-13 09:12:57.600,HSF
SN 2020uea,37.8382026836,43.464791341,0.01954352033765973,0.00022649002063954528,2020-09-24 09:37:11.004,HSF
SN 2021zqc,278.108917,51.568781,0.033335374693592434,3.794588879554167e-06,2021-09-27 04:24:57.600,HSF
SN 2021hlw,150.97594894,49.41953297,0.05077412587877712,1.7011768855105755e-05,2021-03-29 04:15:53.997,HSF
SN 2021dov,134.077958,-0.442139,0.012698117976003254,1.0674051046340867e-05,2021-02-22 06:36:00.000,HSF
SN 2022mzs,205.6478611,30.190925266666667,0.034737364873935556,4.3363332375759766e-05,2022-06-17 06:52:51.001,HSF
SN 2021huu,178.611208,55.073981,0.046188620262088115,1.6678204759907602e-05,2021-04-03 06:50:49.920,HSF
SN 2021huu,178.611208,55.073981,0.046188620262088115,1.6678204759907602e-05,2021-04-03 06:50:49.920,HSF
SN 2021huu,178.611208,55.073981,0.046188620262088115,1.6678204759907602e-05,2021-04-03 06:50:49.920,HSF
SN 2021huu,178.611208,55.073981,0.046188620262088115,1.6678204759907602e-05,2021-04-03 06:50:49.920,HSF
SN 2021huu,178.611208,55.073981,0.046188620262088115,1.6678204759907602e-05,2021-04-03 06:50:49.920,HSF
SN 2021huu,178.611208,55.073981,0.046188620262088115,1.6678204759907602e-05,2021-04-03 06:50:49.920,HSF
SN 2021huu,178.611208,55.073981,0.046188620262088115,1.6678204759907602e-05,2021-04-03 06:50:49.920,HSF
SN 2021huu,178.611208,55.073981,0.046188620262088115,1.6678204759907602e-05,2021-04-03 06:50:49.920,HSF
SN 2021wvj,222.3415533,9.6752903,0.028159480916627996,6.671281903963041e-06,2021-08-24 04:24:32.000,HSF
SN 2020ocv,266.653851576,20.5047249554,0.062160237437430134,2.8118561104933937e-06,2020-07-08 05:29:28.320,HSF
SN 2020obe,24.191333,-11.73425,0.04349809227021982,0.00013075712531767562,2020-07-06 13:35:02.400,HSF
SN 2021wuf,269.010458,18.353911,0.010009591368706147,2.7352255806248466e-05,2021-08-23 08:55:40.800,HSF
SN 2020tul,9.18183738753,33.105835644,0.06638652098037,4.6025096487462e-06,2020-09-20 07:08:45.004,HSF
SN 2021lat,220.224124,24.971658,0.03385708922670763,8.005538284755648e-06,2021-05-04 09:26:39.264,HSF
SN 2020jsh,146.589292,3.073269,0.019971816635894157,8.005538284755648e-06,2020-05-12 03:43:05.952,HSF
SN 2019gip,299.2558288,50.1785254,0.031461765459089706,5.904084485007291e-05,2019-05-31 11:49:55.000,HSF
SN 2019bbd,189.5266925,8.0462038,0.08594946040970784,1.0006922855944561e-05,2019-02-25 08:32:15.000,HSF
SN 2020jee,175.56125,20.097519,0.01981771002391261,4.903392199412835e-05,2020-05-05 04:33:16.128,HSF
SN 2021ybw,329.551549836,-11.4728143556,0.08642891598111757,4.0482717710635385e-06,2021-09-05 10:01:55.200,HSF
SN 2021ymm,78.787523244444,-16.027569955556,0.05937440894527106,0.00032022153139022597,2021-09-07 11:08:09.600,HSF
SN 2020jjh,248.07225,50.190539,0.047369437159089575,6.671281903963041e-05,2020-05-09 07:26:38.688,HSF
SN 2021gjm,115.588417,12.165781,0.045212676296850426,3.6503369177272316e-06,2021-03-19 04:06:37.996,HSF
SN 2019ycb,184.702667,5.737611,0.046035180778296964,2.0013845711889123e-05,2019-12-27 15:53:16.000,HSF
SN 2021lny,205.26646278,-25.60259172,0.09510348953030158,4.67832785962935e-06,2021-05-07 06:00:39.001,HSF
SN 2020vnq,26.946488233333,42.004506133333,0.07943621982136113,5.632208257229376e-06,2020-10-07 08:07:39.999,HSF
SN 2021mku,170.44322001875,-5.47923689375,0.049823134643367184,0.00015010384283916842,2021-05-15 05:05:20.999,HSF
SN 2019vju,166.000917,-18.776511,0.012730807257332671,6.47114344684415e-05,2019-11-23 20:30:08.000,HSF
SN 2020urj,121.653625,10.457411,0.04182893753784827,6.671281903963041e-06,2020-10-02 11:06:35.001,HSF
SN 2019fcf,265.073458,17.694211,0.055185037286178976,6.787446665823538e-07,2019-05-12 10:53:45.000,HSF
SN 2020npb,269.992583,44.862669,0.038463275817298914,1.6678204759907602e-05,2020-06-23 07:22:42.000,HSF
SN 2020uec,317.452208,15.148581,0.027094097333686527,2.7505581058212547e-06,2020-09-23 05:52:04.000,HSF
SN 2021aceu,19.017083,37.648194,0.03034432574017589,0.0001634464066470945,2021-10-22 07:40:48.000,HSF
SN 2021akx,208.228023333,-28.5677566667,0.04946388611283877,0.00014243186864961095,2021-01-15 14:52:48.000,HSF
SN 2020rlj,345.290059561,23.4872227538,0.03976084014761973,0.00012675435617529778,2020-08-16 07:13:53.003,HSF
SN 2021aip,159.341910357,-7.36679945049,0.029708141720976834,4.2958744270772675e-06,2021-01-14 10:03:35.001,HSF
SN 2021xgx,253.789292,26.663631,0.03438311980483512,6.537856265883781e-05,2021-08-31 07:06:14.400,HSF
SN 2019fyi,215.321764828,35.5088184835,0.029773264009196658,1.6678204759907602e-05,2019-05-25 07:10:37.000,HSF
SN 2021vkc,328.446634566,17.1708396512,0.09556004247256183,2.3684034925752773e-06,2021-08-04 07:43:19.001,HSF
SN 2019opx,28.1618995206,-6.35612392114,0.08786411831614524,1.6678204759907602e-05,2019-08-24 13:00:28.000,HSF
SN 2019vpz,19.639125,-0.228239,0.04724735270024705,1.3342563807926082e-05,2019-11-24 03:33:50.000,HSF
SN 2020eci,230.812067754,0.0649405664894,0.07091639376731752,7.338410094359346e-06,2020-03-04 15:02:52.800,HSF
SN 2021ash,199.9281972,-4.52919029008,0.03600157279473655,0.0002134810209268173,2021-01-16 13:37:55.200,HSF
SN 2019oke,316.564780499,-7.41986978638,0.06934130410979185,6.671281903963041e-06,2019-08-23 10:19:12.000,HSF
SN 2019pff,251.457667,45.086311,0.05964793150333355,3.0020768567833688e-05,2019-09-01 03:23:47.000,HSF
SN 2021abza,277.9046219125,30.91029305,0.0344900308644551,4.515586853281323e-06,2021-10-22 05:11:02.400,HSF
SN 2019pdy,37.9114636364,9.74770363636,0.06903231121005485,2.1120737496160835e-06,2019-08-31 13:27:50.000,HSF
SN 2021wue,18.9473908517,1.50580497958,0.07802827431826731,3.664716503745668e-06,2021-08-20 09:58:03.000,HSF
SN 2019wzy,29.9178682,5.9819679,0.07394090282154535,3.4134435550267628e-06,2019-12-16 03:30:23.000,HSF
SN 2021lxb,195.494375,28.008569,0.025750481021106945,1.2675435617529778e-05,2021-05-09 06:33:07.200,HSF
SN 2019ywf,44.676167,32.573011,0.038603646951112194,4.092500434905999e-06,2019-12-29 03:13:14.000,HSF
SN 2022udc,65.9631925,-10.30844,0.04601850257353706,0.00012008307427133475,2022-09-14 14:31:36.192,HSF
SN 2021iio,286.2489858,50.7340143,0.08612614054317996,1.6233154944630956e-06,2021-04-03 11:19:40.800,HSF
SN 2020cbo,215.13843,-33.328625,0.025120044881182437,0.00015010384283916842,2020-02-08 12:47:31.000,HSF
SN 2020sjo,66.591458,-10.098811,0.031268965412065176,1.934671752149282e-05,2020-08-31 11:21:00.000,HSF
SN 2020dhj,223.37659252,17.2891396457,0.044171558178424886,7.004845999161194e-06,2020-02-24 11:01:04.000,HSF
SN 2019dwd,160.7275312,21.6247591,0.05122543809958021,6.671281903963041e-06,2019-04-24 05:50:16.000,HSF
SN 2020nef,229.99642286,20.7131538,0.04095499960842911,1.0006922855944561e-05,2020-06-19 06:07:28.416,HSF
SN 2019dyo,135.278636862,52.6510378974,0.029829302777189946,9.67335876074641e-06,2019-04-25 07:29:16.000,HSF
SN 2021msv,195.09912456,-11.96550124,0.05073309749506774,0.00024983950730341593,2021-05-18 08:32:38.400,HSF
SN 2019vqm,203.076612953,7.9404662813,0.023613002299077184,1.3342563807926082e-05,2019-11-26 15:18:43.000,HSF
SN 2021vio,263.52544609999995,8.512882399999999,0.09251387962130915,4.5768990489802874e-06,2021-08-08 04:35:51.000,HSF
SN 2021jys,135.305833,10.437389,0.03615834791947969,1.3342563807926082e-05,2021-04-17 06:37:26.400,HSF
SN 2021xfo,41.9747733333,-32.5704166667,0.06312033373434632,0.0001467682018871869,2021-08-29 13:23:31.200,HSF
SN 2021vju,340.602475072,6.96069908798,0.040469997414011,0.00020013845711889123,2021-08-09 08:59:21.120,HSF
SN 2021jtb,224.678365833,53.6692925,0.07330404556074589,2.0013845711889123e-05,2021-04-14 10:48:00.000,HSF
SN 2021ads,203.781428889,-33.4831355556,0.012728805872761482,0.00011007615141539018,2021-01-13 07:55:12.000,HSF
SN 2019mrw,355.320083,25.550019,0.03134301664119916,1.2341871522331627e-05,2019-08-05 11:26:20.000,HSF
SN 2021min,222.24025,18.326689,0.04203441302049033,1.3342563807926082e-05,2021-05-15 09:04:19.200,HSF
SN 2021nya,184.508542,24.718,0.06445459011513892,1.0006922855944561e-05,2021-05-27 06:14:22.000,HSF
SN 2020vbv,344.184167,4.48365,0.054496054824365016,9.346064459986314e-06,2020-10-07 09:53:16.800,HSF
SN 2020tnw,316.257473949,8.27390283353,0.06803,5.9999999999999995e-05,2020-09-14 06:38:37.000,HSF
SN 2020mnw,224.087811528,9.33607126839,0.08077921693413649,1.6678204759907602e-05,2020-06-13 08:29:45.600,HSF
SN 2020tce,45.470542,16.992881,0.06136774025819395,3.9042036510741895e-06,2020-09-13 12:38:52.800,HSF
SN 2020jhf,198.722667,27.008639,0.01544068196672246,6.337717808764889e-06,2020-05-08 10:13:26.400,HSF
SN 2022eat,167.879066032,19.8272786896,0.02758793805128781,1.6971387698898333e-06,2022-03-03 05:26:11.328,HSF
SN 2021wlw,278.6656771,44.2358585,0.06564131279510536,7.418689219836072e-06,2021-08-20 07:49:26.400,HSF
SN 2021igt,191.25050259,21.1417000006,0.07535546474621453,6.671281903963041e-06,2021-04-05 09:17:16.800,HSF
SN 2021ghc,149.137458,0.752289,0.04617194205732822,1.0006922855944561e-05,2021-03-19 08:44:09.600,HSF
SN 2021khn,195.799262855,-6.6631930874,0.07802627156499216,1.834163540066075e-05,2021-04-19 09:40:19.200,HSF
SN 2019igg,229.8108381,7.8664616,0.04726870080233973,1.28522245879848e-05,2019-06-24 05:37:38.000,HSF
SN 2021nyt,245.807574984,26.4759429628,0.0644595935765669,1.2008307427133473e-05,2021-05-29 06:41:20.000,HSF
SN 2022mvc,232.552288,7.7653304,0.03502422999580597,2.0013845711889123e-05,2022-06-16 09:53:02.112,HSF
SN 2021fxy,198.256542,-19.51255,0.00948389435467386,2.6351563520654015e-05,2021-03-17 17:23:37.000,HSF
SN 2020ndv,347.408741833,12.8300018913,0.037415884558376716,2.2015230283078036e-05,2020-06-21 12:44:38.400,HSF
SN 2020bqz,234.76485744,31.19842962,0.05396066368020505,2.0013845711889123e-05,2020-02-02 12:28:33.000,HSF
SN 2020kyx,243.439625,22.920661,0.03191607975674959,1.1007615141539018e-05,2020-05-24 06:27:05.003,HSF
SN 2019fcw,228.032700503,1.06049225624,0.08781741934281749,6.0041537135667375e-05,2019-05-13 06:01:30.000,HSF
SN 2021jwl,233.89276104,5.39222793307,0.038463275817298914,4.669897332774129e-05,2021-04-13 10:29:04.004,HSF
SN 2021fnt,203.247592831,32.6095845838,0.03576240733847948,1.134117923673717e-05,2021-03-14 14:48:28.800,HSF
SN 2022fw,185.9751531,-3.443856,0.006690295057389336,8.339102379953801e-06,2022-01-09 11:45:36.000,HSF
SN 2022shv,272.8773471,36.1739959,0.07025258973127703,7.018980709705412e-07,2022-08-25 04:17:45.600,HSF
SN 2019fzt,168.86130145455,25.958940881818,0.04620529846684803,1.0006922855944561e-05,2019-05-26 06:30:14.000,HSF
SN 2019dwq,223.565125,4.792989,0.02754972575060578,7.338410094359346e-06,2019-04-24 07:07:12.000,HSF
SN 2022mvb,240.53912,-6.43447666667,0.029583799603124107,0.0001300899971272793,2022-06-16 10:00:59.904,HSF
SN 2021mim,235.089020072,7.28152761418,0.0382314487711362,0.00010674051046340866,2021-05-15 07:35:06.003,HSF
SN 2021hwx,229.860873305,23.3976319294,0.08748051960666736,2.3349486663870643e-05,2021-04-03 08:41:15.996,HSF
SN 2020qic,3.773333,43.343289,0.04949142768274777,3.3019924915098087e-06,2020-07-24 11:18:30.000,HSF
SN 2021llv,212.956705064,18.0085719096,0.08275391637770954,6.671281903963041e-06,2021-05-04 06:38:13.004,HSF
SN 2020mvp,218.943917,24.726231,0.036059946511396226,3.3022845424617055e-05,2020-06-17 08:18:14.400,HSF
SN 2020may,185.995625,48.35525,0.05336358394980037,1.3342563807926082e-05,2020-06-09 04:12:54.432,HSF
SN 2020clq,68.356542,-4.265831,0.015020057642677588,6.47114344684415e-05,2020-02-14 03:17:51.000,HSF
SN 2021ymj,257.97575252,34.15365124,0.08409484404040611,1.6678204759907602e-05,2021-09-10 05:42:43.200,HSF
SN 2020mnv,250.182625,40.414481,0.025886241607852592,1.6344640664709453e-05,2020-06-14 09:38:52.800,HSF
SN 2021pfs,210.84825,-6.031639,0.008970539212163904,0.00012775504846089224,2021-06-09 05:14:26.002,HSF
SN 2021ihz,228.36383990000002,25.20666325,0.06976292912612232,1.5677512474313148e-05,2021-04-03 08:41:15.996,HSF
SN 2019ecs,160.885375,48.445639,0.041315248831243115,1.0006922855944561e-05,2019-04-23 04:58:50.000,HSF
SN 2020smn,271.973363344,30.5716406659,0.07096272960654135,7.00108630333207e-07,2020-09-04 06:40:28.998,HSF
SN 2021yeq,242.506983333,-2.654,0.04480432926701579,6.671281903963041e-05,2021-09-07 06:10:04.800,HSF
SN 2021itd,221.212833,43.316769,0.08007539669326838,3.0020768567833688e-05,2021-04-07 07:49:29.001,HSF
SN 2019wfa,326.253583,9.123831,0.06022160656053212,1.135894210805774e-05,2019-12-08 05:39:50.000,HSF
SN 2021aalx,9.28480052389,25.6937469923,0.03224564108280536,6.337717808764889e-05,2021-10-04 05:39:22.752,HSF
SN 2020wob,348.404667,4.148939,0.04302073974248967,5.438541831586513e-06,2020-10-14 06:00:21.997,HSF
SN 2021dit,217.841692922,55.7632480683,0.041538736775025877,1.3342563807926082e-05,2021-02-19 09:40:01.998,HSF
SN 2021j,186.612544421,31.2223756347,0.0024450248178024547,3.0020768567833688e-05,2021-01-01 11:44:04.001,HSF
SN 2020nvb,187.244917,3.572781,0.002952042242503646,7.671974189557497e-06,2020-07-01 13:10:34.000,HSF
SN 2019ava,113.245333,58.2789,0.03980753912094747,5.670589618368584e-05,2019-02-08 05:18:48.000,HSF
SN 2020rgz,273.004417,51.724581,0.027721096279568154,3.7685842653456536e-07,2020-08-13 05:17:32.997,HSF
SN 2020yxd,32.3069805428,33.0439144031,0.04602159395961616,3.962153021029591e-06,2020-11-03 10:23:31.200,HSF
SN 2020zj,240.334917,16.677719,0.03156750527726752,1.0006922855944561e-05,2020-01-07 12:04:19.000,HSF
SN 2021oat,195.034417,28.170311,0.022523248400064824,8.339102379953801e-06,2021-05-30 09:40:19.200,HSF
SN 2021vnx,285.9034966,-27.4027573,0.04156688182792595,6.038301637797949e-06,2021-08-08 06:02:52.800,HSF
SN 2021hjc,141.388792,-24.764981,0.053726168121280754,9.840140808345485e-05,2021-03-30 05:32:38.400,HSF
SN 2022P,121.194077445,-3.58719147836,0.05280319626986747,0.0001300899971272793,2022-01-01 10:22:04.800,HSF
SN 2020naj,209.91275,29.710119,0.05733162788847198,2.3676960902996314e-06,2020-06-19 05:09:56.736,HSF
SN 2019fdc,240.277677329,49.0097439736,0.042602806238707984,1.0006922855944561e-05,2019-05-13 09:14:49.000,HSF
SN 2021dev,162.600624426,0.926926147397,0.054194158546843764,1.3342563807926082e-05,2021-02-17 07:37:30.999,HSF
SN 2020uzw,27.1205251158,12.8961439663,0.07437478630633197,1.6678204759907602e-05,2020-10-06 07:37:55.200,HSF
SN 2019xbg,158.28471846667,-22.1892658,0.07932988094050052,0.00014209830455441278,2019-12-19 12:01:11.000,HSF
SN 2019voo,184.927208,-12.225731,0.01392963661547483,3.4357101805409666e-05,2019-11-25 14:42:43.000,HSF
SN 2021ixf,262.604875,37.010911,0.04137081290646493,7.705309633225521e-07,2021-04-10 09:53:34.996,HSF
SN 2020cpn,107.880367149,58.9515789126,0.08015545207611594,0.00012341871522331626,2020-02-15 07:36:28.000,HSF
SN 2021kom,156.2095,3.562081,0.045051833825652816,8.005538284755648e-06,2021-04-28 08:51:21.600,HSF
SN 2019klr,16.6758338,49.2344258,0.02221464209480339,4.637095049404155e-06,2019-07-04 13:53:45.000,HSF
SN 2020zem,20.2178481372,4.79557585589,0.03401686642830755,3.1021460853428146e-05,2020-11-10 10:59:31.200,HSF
SN 2020mdd,237.974188375,34.07338725,0.048780413281777756,1.6678204759907602e-05,2020-06-10 09:08:38.400,HSF
SN 2022uax,300.663807143,-37.97019,0.04005530364280409,8.82058324078172e-06,2022-09-12 02:04:12.864,HSF
SN 2020fxa,233.637667,37.533831,0.06422776653040418,1.6678204759907602e-05,2020-04-04 11:00:17.001,HSF
SN 2023hjq,203.3031275,-16.140485,0.02089445492321225,7.671974189557497e-05,2023-04-30 20:48:50.400,HSF
SN 2021kut,157.87405495000002,6.24264155,0.031263628386542,1.0340486951142714e-05,2021-05-01 04:05:46.000,HSF
SN 2020zhh,66.5826784703,-10.0991275863,0.031268965412065176,1.934671752149282e-05,2020-11-11 11:18:14.400,HSF
SN 2020tjo,355.582327347,-14.7029229275,0.08474124858974617,1.31015620190994e-06,2020-09-11 10:01:55.200,HSF
SN 2021wkv,247.892333,40.568081,0.0273289063195846,1.3676127903124233e-05,2021-08-20 06:38:52.800,HSF
SN 2021wrt,38.4194936031,40.6674738652,0.07915024958589248,6.804613606421761e-06,2021-08-20 13:53:45.600,HSF
SN 2019cth,221.447875,50.396761,0.013359575576781187,1.767889704550206e-05,2019-04-03 06:24:38.000,HSF
