# Object Type: Normal SNe Ia; Date: 2004-2009, 2019-2023; Number SNe: 742
SN 2020uwr,23:57:03.513,+17:54:14.49,0.08,2020-10-02 06:06:58.003,HSF
SN 2020ywh,09:54:42.658,+45:33:19.05,0.09,2020-11-03 11:53:09.004,HSF
SN 2021hiz,12:25:41.670,+07:13:42.20,0.003319,2021-03-30 08:36:49.003,HSF
SN 2022av,04:14:24.469,-13:32:34.50,0.06,2022-01-05 08:09:36.000,HSF
SN 2022zff,00:28:36.246,-20:32:07.24,0.061,2022-10-28 05:34:04.800,HSF
SN 2021och,14:44:06.640,+18:00:39.46,0.032,2021-06-01 08:19:42.001,HSF
SN 2020wux,01:23:32.005,-19:10:15.58,0.066,2020-10-15 08:52:48.000,HSF
SN 2020aczg,10:01:06.690,+54:47:22.45,0.03,2020-12-17 13:46:33.600,HSF
SN 2020nxk,15:25:19.044,+21:21:14.78,0.08,2020-07-03 08:19:40.800,HSF
SN 2022aw,23:48:50.824,-04:20:05.22,0.05,2022-01-05 05:12:28.800,HSF
SN 2021qdi,11:34:37.137,+05:18:54.12,0.063096,2021-06-15 06:07:12.000,HSF
SN 2021div,16:56:19.779,+39:16:32.96,0.062128,2021-02-17 11:42:54.000,HSF
SN 2022D,10:55:55.549,+00:25:01.21,0.043,2022-01-01 12:25:55.200,HSF
SN 2021mld,15:20:01.144,+22:53:12.02,0.08,2021-05-15 07:38:29.000,HSF
SN 2019wfc,10:36:14.900,+52:56:50.71,0.046586,2019-12-07 14:51:21.000,HSF
SN 2021absz,18:42:55.884,+25:16:09.38,0.058,2021-10-17 03:18:21.997,HSF
SN 2019bqe,09:59:39.911,+35:23:42.47,0.017,2019-03-07 19:26:10.000,HSF
SN 2020szr,23:09:33.100,+15:39:33.37,0.02581,2020-09-11 11:03:50.400,HSF
SN 2020zfu,01:52:09.108,+42:52:11.41,0.074,2020-11-11 07:18:03.001,HSF
SN 2021usd,18:22:03.336,+36:37:20.39,0.02824,2021-08-02 09:01:26.400,HSF
SN 2022yus,06:33:36.511,-17:52:51.35,0.044,2022-10-27 10:04:57.003,HSF
SN 2021lqy,09:17:28.130,-09:48:47.74,0.058,2021-05-08 06:44:38.400,HSF
SN 2023hka,14:10:58.340,-27:03:41.94,0.021538,2023-04-29 09:04:19.200,HSF
SN 2021wfg,21:40:25.241,+11:44:56.10,0.079,2021-08-17 09:15:50.400,HSF
SN 2020tgi,02:17:31.498,+10:32:50.36,0.08,2020-09-14 12:17:16.800,HSF
SN 2022kjk,14:00:45.570,+31:37:25.72,0.041,2022-05-22 08:35:38.976,HSF
SN 2021abht,07:43:00.690,+31:23:11.00,0.035128,2021-10-11 14:51:21.600,HSF
SN 2022rfj,21:32:41.218,-07:13:25.93,0.085526,2022-08-14 07:59:47.996,HSF
SN 2022yxp,04:56:05.617,+01:49:06.93,0.033,2022-10-28 10:37:29.997,HSF
SN 2020cho,10:43:50.732,+18:39:30.26,0.03023,2020-02-12 07:04:08.000,HSF
SN 2021die,13:22:02.633,+54:41:27.31,0.079359,2021-02-17 08:47:14.997,HSF
SN 2019awc,15:27:30.187,+28:41:57.87,0.071,2019-02-08 12:23:57.000,HSF
SN 2022vrj,01:32:58.709,+18:04:34.12,0.04,2022-09-24 08:57:07.200,HSF
SN 2021acaz,17:52:44.467,+56:55:58.81,0.06,2021-10-23 04:46:33.600,HSF
SN 2019dfx,12:47:16.472,-09:41:13.61,0.04,2019-04-08 07:04:12.000,HSF
SN 2022mq,12:14:32.920,-03:37:59.77,0.076,2022-01-11 15:33:07.200,HSF
SN 2020yav,07:27:59.050,+53:04:06.38,0.039,2020-10-22 13:23:31.200,HSF
SN 2019dpu,13:04:18.440,+33:28:15.78,0.075,2019-04-12 05:28:19.000,HSF
SN 2022ojn,18:03:17.970,+11:01:00.19,0.039,2022-07-06 18:03:31.680,HSF
SN 2021bjy,08:49:33.430,+50:52:03.68,0.027489,2021-01-30 11:32:38.400,HSF
SN 2019njp,03:26:45.760,+01:10:59.84,0.0485,2019-08-12 11:56:41.000,HSF
SN 2020dxr,11:44:25.485,+53:34:17.60,0.055238,2020-03-03 09:45:59.000,HSF
SN 2021klg,09:18:23.912,+39:22:51.45,0.02758,2021-04-24 04:17:09.001,HSF
SN 2022rid,23:51:46.098,+03:51:09.34,0.07,2022-08-16 09:32:37.003,HSF
SN 2019eow,17:13:59.193,+03:29:32.66,0.07,2019-05-05 09:04:33.000,HSF
SN 2020cdm,12:35:01.293,-05:29:18.87,0.023,2020-02-09 12:17:16.000,HSF
SN 2022ubr,22:21:47.132,+26:43:31.14,0.05,2022-09-13 10:54:07.200,HSF
SN 2021gba,14:37:03.895,-08:04:35.06,0.1,2021-03-15 12:59:02.400,HSF
SN 2022rdt,00:20:44.590,+28:25:15.90,0.094,2022-08-07 09:53:46.997,HSF
SN 2019ens,11:29:42.600,+24:38:24.76,0.04,2019-05-04 09:00:00.000,HSF
SN 2022ubg,02:50:58.347,+41:03:43.78,0.01,2022-09-13 12:55:05.664,HSF
SN 2022rky,21:14:29.095,-09:02:51.28,0.029774,2022-08-18 07:22:04.800,HSF
SN 2022rjj,00:40:28.838,-09:37:32.64,0.061,2022-08-12 10:57:09.003,HSF
SN 2022szg,02:12:10.389,-06:12:38.99,0.06,2022-08-30 10:52:19.200,HSF
SN 2021dgm,15:50:17.140,+08:21:33.75,0.0594,2021-02-18 11:35:23.001,HSF
SN 2021jje,16:14:55.536,-01:40:38.36,0.05,2021-04-12 14:39:50.400,HSF
SN 2020uvg,01:06:22.947,-20:36:47.55,0.05,2020-10-04 06:48:57.600,HSF
SN 2021cym,08:18:12.908,+10:53:24.93,0.04,2021-02-11 05:05:16.800,HSF
SN 2020ucf,06:02:08.130,+46:30:30.82,0.051,2020-09-22 12:15:58.000,HSF
SN 2020ubu,02:44:13.670,-02:54:14.98,0.08,2020-09-23 09:21:16.992,HSF
SN 2020ywy,01:00:33.452,-01:41:06.00,0.04,2020-11-03 08:21:07.200,HSF
SN 2021feg,14:47:57.326,-22:11:19.24,0.06,2021-03-09 12:01:34.997,HSF
SN 2022tiv,21:23:57.450,-22:44:07.39,0.03,2022-09-01 22:21:30.240,HSF
SN 2021dsi,11:59:31.052,-01:08:47.40,0.07658,2021-02-23 10:23:31.200,HSF
SN 2022abcq,02:11:03.028,+36:28:52.67,0.044,2022-11-19 07:26:24.000,HSF
SN 2022B,10:14:38.513,-00:49:32.14,0.049,2022-01-01 11:51:21.600,HSF
SN 2021aabw,05:29:38.250,-23:59:33.54,0.032,2021-09-30 12:57:36.000,HSF
SN 2023guy,12:55:55.414,+07:55:50.39,0.041528,2023-04-26 06:37:23.808,HSF
SN 2019qeo,09:22:55.510,+54:01:41.63,0.06,2019-09-14 23:08:09.000,HSF
SN 2021vts,16:18:24.780,+38:08:00.06,0.072,2021-08-12 07:10:33.600,HSF
SN 2020uvf,01:14:02.725,+14:22:52.04,0.05951,2020-10-04 06:40:19.200,HSF
SN 2022szq,16:25:31.127,+29:23:53.33,0.091,2022-09-01 04:26:24.000,HSF
SN 2019amo,14:07:21.913,-01:05:32.54,0.055,2019-02-04 15:00:00.000,HSF
SN 2021vxp,03:42:54.422,+46:01:41.29,0.06,2021-08-10 10:53:49.998,HSF
SN 2020ymv,02:30:41.640,-14:34:08.86,0.08,2020-10-27 10:45:18.000,HSF
SN 2020uxz,01:24:06.890,+12:55:17.26,0.008246,2020-10-05 13:45:30.000,HSF
SN 2019ktf,23:32:29.893,-29:33:37.13,0.05,2019-07-07 14:00:57.000,HSF
SN 2021bjz,05:22:14.610,-13:33:45.58,0.0554,2021-01-30 08:25:26.400,HSF
SN 2020tpf,05:25:06.969,-21:14:47.21,0.03,2020-09-17 14:29:45.600,HSF
SN 2022nbq,20:56:45.245,+04:15:06.10,0.075,2022-06-20 09:05:26.998,HSF
SN 2020ver,20:54:19.060,+09:09:29.06,0.0906,2020-10-08 04:29:15.003,HSF
SN 2021kld,21:22:49.469,-20:07:06.53,0.07,2021-04-22 14:21:07.200,HSF
SN 2021gyh,13:03:51.866,-03:27:06.31,0.08,2021-03-20 09:59:02.400,HSF
SN 2020zpi,02:40:20.450,-01:26:48.70,0.03726,2020-11-12 07:35:24.000,HSF
SN 2021abpg,18:16:41.770,+15:17:50.82,0.048,2021-10-15 02:50:36.672,HSF
SN 2021wjb,20:00:49.920,-38:34:38.03,0.02,2021-08-18 02:09:36.000,HSF
SN 2022rhc,15:25:00.270,+34:13:18.12,0.054,2022-08-14 04:58:57.000,HSF
SN 2020xpk,01:37:43.590,-22:42:15.40,0.03,2020-10-20 09:10:38.004,HSF
SN 2020tdy,16:51:21.918,+07:51:41.79,0.03795,2020-09-14 06:36:00.000,HSF
SN 2019bgt,09:12:06.267,+15:54:36.43,0.07159,2019-02-27 10:14:52.000,HSF
SN 2021bpn,08:59:29.581,-02:55:37.57,0.06,2021-02-03 06:58:19.001,HSF
SN 2019ibd,21:41:46.207,+07:12:09.57,0.068,2019-06-21 11:05:16.000,HSF
SN 2021yrf,03:38:40.220,+38:01:17.72,0.016545,2021-09-11 13:20:38.400,HSF
SN 2022nag,18:05:00.655,+09:28:47.85,0.020954,2022-06-17 07:54:04.000,HSF
SN 2020kpx,15:38:10.150,+04:46:50.41,0.02291,2020-05-21 09:28:48.000,HSF
SN 2019spa,03:08:32.225,-10:02:26.86,0.02,2019-10-16 07:34:17.000,HSF
SN 2020uwo,23:45:10.600,-25:49:20.53,0.053067,2020-10-04 06:02:43.996,HSF
SN 2022yz,02:21:24.762,+30:07:57.47,0.04,2022-01-16 07:22:04.800,HSF
SN 2022qye,21:33:32.080,+28:48:45.43,0.042,2022-08-06 09:43:12.000,HSF
SN 2020pst,01:13:12.040,+02:17:01.82,0.046,2020-07-17 11:01:55.000,HSF
SN 2019dfa,09:58:59.850,+17:49:07.39,0.02544,2019-04-10 08:16:47.000,HSF
SN 2020yzs,01:16:02.123,-10:51:52.05,0.0672,2020-11-07 09:21:36.000,HSF
SN 2020unl,06:35:48.100,+55:42:39.89,0.04,2020-09-30 08:51:24.002,HSF
SN 2023eyt,14:41:39.365,+36:39:03.77,0.025,2023-04-08 10:58:04.800,HSF
SN 2019ata,10:14:10.780,-35:09:39.20,0.03,2019-02-09 11:57:07.000,HSF
SN 2019vuh,03:26:42.374,-23:29:55.69,0.036,2019-11-28 08:34:04.000,HSF
SN 2020yvg,20:30:54.942,+19:20:16.78,0.096,2020-11-03 02:51:01.996,HSF
SN 2020nbo,15:58:14.150,+18:06:10.04,0.05,2020-06-17 06:08:46.176,HSF
SN 2022sue,16:26:31.420,+25:53:35.92,0.045,2022-09-01 15:40:39.936,HSF
SN 2019oml,03:00:20.279,+18:44:37.00,0.033,2019-08-24 11:09:00.000,HSF
SN 2021xzl,23:04:09.291,-06:25:13.95,0.044678,2021-09-05 07:29:00.997,HSF
SN 2019obt,00:20:34.613,+05:45:18.16,0.056,2019-08-21 09:06:12.000,HSF
SN 2020uye,01:37:19.308,+04:48:07.01,0.06,2020-09-28 10:58:04.800,HSF
SN 2021caf,08:08:31.092,-17:14:59.37,0.07,2021-02-06 10:30:43.200,HSF
SN 2022syq,00:07:39.840,+12:15:46.92,0.1,2022-08-31 09:34:56.928,HSF
SN 2021kax,12:59:50.568,+22:43:23.85,0.072,2021-04-13 07:59:47.003,HSF
SN 2021biz,12:16:34.755,+33:31:35.51,0.021515,2021-01-29 13:01:55.200,HSF
SN 2020tqn,03:08:58.020,+15:10:23.74,0.08,2020-09-15 09:35:19.003,HSF
SN 2020vdz,08:37:16.050,-05:55:25.64,0.040822,2020-10-08 12:02:52.800,HSF
SN 2019bsp,09:25:26.820,+58:18:51.12,0.042,2019-03-12 09:41:45.000,HSF
SN 2020zpe,04:56:03.780,-25:09:04.00,0.06,2020-11-12 09:33:19.002,HSF
SN 2023fil,09:59:24.019,-05:23:52.24,0.052532,2023-04-12 03:47:31.200,HSF
SN 2022rkc,02:02:13.215,+31:41:42.78,0.07,2022-08-15 10:20:38.400,HSF
SN 2020mga,18:35:30.101,+36:35:32.35,0.04,2020-06-11 07:20:16.800,HSF
SN 2020jol,10:27:21.150,+00:25:19.81,0.022,2020-05-11 06:51:50.400,HSF
SN 2019kai,23:58:16.550,+27:56:47.44,0.04,2019-07-01 14:21:07.000,HSF
SN 2019kcv,14:25:44.578,-03:13:58.89,0.073011,2019-07-02 07:40:48.000,HSF
SN 2022aart,07:59:28.461,+03:09:21.66,0.059,2022-11-14 10:59:31.200,HSF
SN 2022rhm,02:37:42.672,+26:00:27.13,0.051,2022-08-16 08:44:09.600,HSF
SN 2021koq,18:16:01.020,+06:45:06.37,0.020538,2021-04-28 11:39:50.400,HSF
SN 2019bse,09:26:02.510,+18:56:24.56,0.028,2019-03-13 08:09:36.000,HSF
SN 2019drp,14:22:02.612,+30:04:01.22,0.08523,2019-04-19 10:09:25.000,HSF
SN 2020uyg,06:15:19.120,-29:19:09.34,0.045,2020-10-05 13:19:12.000,HSF
SN 2021aut,13:27:15.401,-26:46:34.00,0.047,2021-01-17 14:29:45.600,HSF
SN 2021xoo,23:24:24.301,+45:28:37.97,0.09,2021-09-01 11:38:24.000,HSF
SN 2020ulf,16:01:40.900,+21:21:17.53,0.032169,2020-09-29 05:28:19.200,HSF
SN 2020yxo,01:47:27.121,+00:58:03.50,0.1,2020-11-01 07:25:16.608,HSF
SN 2019hqg,15:40:24.170,+41:47:01.32,0.07,2019-06-13 05:20:17.000,HSF
SN 2020ubl,05:43:17.920,+58:05:05.57,0.04,2020-09-22 11:48:16.998,HSF
SN 2021hji,16:48:41.131,+21:59:49.81,0.057,2021-03-28 11:35:12.002,HSF
SN 2023gxf,17:08:54.100,+19:10:20.41,0.05,2023-04-27 10:28:33.004,HSF
SN 2020wcj,02:52:50.310,-01:13:51.71,0.0237,2020-10-12 09:07:46.560,HSF
SN 2022nbi,21:29:12.710,-00:37:15.31,0.03018,2022-06-17 21:27:21.600,HSF
SN 2020svo,02:42:32.033,-00:57:47.30,0.038748,2020-09-08 12:56:09.600,HSF
SN 2021bjb,14:03:40.318,-34:11:02.05,0.012,2021-01-29 14:26:52.800,HSF
SN 2023hsy,11:09:46.260,+11:11:33.16,0.03773,2023-05-09 04:35:02.400,HSF
SN 2020zpf,23:12:40.484,-11:56:02.05,0.1,2020-11-12 04:08:29.003,HSF
SN 2019bdz,14:48:36.894,+06:48:51.93,0.034683,2019-02-26 13:56:38.000,HSF
SN 2020sme,02:44:20.820,+14:55:16.68,0.0468,2020-09-04 09:12:57.600,HSF
SN 2021gbm,11:42:00.948,-04:12:31.35,0.053,2021-03-18 00:45:30.240,HSF
SN 2020xps,02:57:34.013,+13:28:31.54,0.07,2020-10-18 09:50:52.002,HSF
SN 2022yvv,02:41:43.020,-22:48:51.34,0.022,2022-10-26 08:34:04.800,HSF
SN 2020xsl,02:10:32.619,-11:48:47.69,0.094,2020-10-20 10:01:55.200,HSF
SN 2020tel,17:03:25.930,+35:59:58.81,0.08,2020-09-12 06:15:50.400,HSF
SN 2021yjq,15:15:00.318,+17:24:02.63,0.0748,2021-09-08 06:08:38.400,HSF
SN 2022edq,13:11:47.448,+17:27:38.90,0.071,2022-03-03 08:40:03.999,HSF
SN 2020zhd,07:05:21.201,+18:13:31.80,0.08,2020-11-10 13:22:04.800,HSF
SN 2021iov,09:26:38.837,-07:05:13.66,0.053944,2021-04-08 07:58:04.800,HSF
SN 2022rkd,15:56:23.896,+12:07:56.34,0.076,2022-08-15 04:24:57.600,HSF
SN 2020tkp,23:58:10.572,+22:46:12.45,0.035,2020-09-14 08:07:09.120,HSF
SN 2022yxy,21:42:13.076,-19:32:31.77,0.066,2022-10-27 03:02:52.800,HSF
SN 2023hrn,11:08:35.072,+04:48:52.11,0.0231,2023-05-08 02:02:30.912,HSF
SN 2020swx,01:39:56.256,+08:47:12.47,0.09,2020-09-09 11:35:31.200,HSF
SN 2021wqc,02:26:24.340,-16:40:13.87,0.069,2021-08-20 09:56:09.600,HSF
SN 2019gci,12:39:35.566,+45:22:37.73,0.0469,2019-05-29 04:36:08.000,HSF
SN 2019weu,23:24:33.190,+05:06:39.35,0.038,2019-12-08 06:56:09.000,HSF
SN 2022I,10:15:53.970,-02:41:36.67,0.053,2022-01-01 11:52:48.000,HSF
SN 2022nb,04:56:14.903,-09:02:05.78,0.088,2022-01-05 08:21:07.200,HSF
SN 2020kkc,14:35:23.056,-13:39:14.71,0.08,2020-05-18 05:59:04.998,HSF
SN 2022ba,02:57:48.420,-14:53:07.80,0.036,2022-01-05 07:19:12.000,HSF
SN 2022tku,01:22:37.411,+35:51:54.06,0.081,2022-08-31 10:39:21.600,HSF
SN 2022vsq,23:01:54.049,+43:10:09.80,0.051,2022-09-22 12:08:24.576,HSF
SN 2022ablu,01:20:07.093,+42:43:00.71,0.061,2022-11-24 03:16:17.996,HSF
SN 2020wtq,01:13:08.065,+28:40:37.21,0.007,2020-10-12 06:21:36.000,HSF
SN 2020kku,17:32:33.723,+15:44:09.17,0.085,2020-05-18 09:42:30.001,HSF
SN 2020wlw,00:57:30.828,+35:44:22.47,0.12,2020-10-14 09:59:02.400,HSF
SN 2022H,09:49:45.282,+06:17:47.72,0.069,2022-01-01 11:47:02.400,HSF
SN 2022tra,06:33:19.424,+41:17:07.24,0.059,2022-09-02 10:12:00.000,HSF
SN 2020wap,00:53:51.724,-18:18:39.19,0.1,2020-10-08 08:36:49.997,HSF
SN 2023gxc,13:26:19.117,+01:32:29.19,0.0777,2023-04-27 07:06:37.996,HSF
SN 2020krw,15:02:45.909,+58:32:05.31,0.078,2020-05-21 09:59:02.400,HSF
SN 2022zqu,05:54:54.533,-22:57:47.43,0.052,2022-11-06 06:30:29.088,HSF
SN 2020swy,01:23:55.560,-38:00:49.54,0.032,2020-09-09 11:03:50.400,HSF
SN 2019iml,17:31:17.360,+36:27:02.34,0.0498,2019-06-29 10:09:07.000,HSF
SN 2023hro,12:43:46.625,-20:09:29.64,0.02731,2023-05-07 22:52:37.344,HSF
SN 2021pzt,00:50:39.721,+38:19:17.60,0.076,2021-06-13 14:05:16.800,HSF
SN 2020vex,02:36:45.778,+20:33:14.54,0.07,2020-10-08 08:51:31.000,HSF
SN 2021abpz,10:31:55.142,+49:21:55.85,0.05212,2021-10-16 11:38:48.002,HSF
SN 2020jwl,18:18:39.279,+19:11:23.67,0.06,2020-05-10 08:05:47.040,HSF
SN 2019bgs,16:03:22.120,+27:29:54.49,0.075,2019-02-27 15:04:19.000,HSF
SN 2021ill,09:19:45.340,-30:52:40.76,0.056,2021-04-07 07:29:16.800,HSF
SN 2021gad,15:26:03.982,+36:19:23.23,0.07,2021-03-17 10:13:04.999,HSF
SN 2020xqr,04:30:51.043,+09:04:06.65,0.06,2020-10-21 08:08:02.688,HSF
SN 2020tfc,22:17:00.804,+30:39:21.07,0.03,2020-09-12 10:23:31.200,HSF
SN 2019wqd,14:33:10.630,+06:03:48.82,0.0552,2019-12-14 13:35:52.000,HSF
SN 2022yuj,07:50:11.228,+37:26:52.58,0.0764,2022-10-25 13:32:07.872,HSF
SN 2019eok,17:05:31.663,+12:34:06.33,0.04,2019-05-04 13:16:19.000,HSF
SN 2022ucj,04:30:51.150,-16:18:21.89,0.032,2022-09-14 02:44:44.160,HSF
SN 2020zgh,01:15:53.433,+00:00:57.61,0.045,2020-11-11 06:26:58.004,HSF
SN 2020til,22:47:09.421,-05:35:29.14,0.094,2020-09-15 07:12:04.000,HSF
SN 2021iai,13:43:30.743,+09:37:24.27,0.06975,2021-04-01 07:59:16.002,HSF
SN 2019yfu,12:45:36.360,+01:11:00.99,0.0845,2019-12-27 12:36:00.000,HSF
SN 2020oil,17:54:25.190,+15:37:04.84,0.045,2020-07-08 05:29:28.320,HSF
SN 2020add,10:20:02.254,+06:37:54.46,0.108,2020-01-17 11:38:24.000,HSF
SN 2021pyz,19:16:11.914,+45:08:54.63,0.061,2021-06-13 08:54:15.998,HSF
SN 2022nbn,22:11:25.370,-16:36:36.50,0.049,2022-06-14 09:35:04.998,HSF
SN 2022nab,18:38:57.891,+48:23:04.81,0.1,2022-06-19 13:34:31.296,HSF
SN 2019gcj,10:55:06.229,+57:38:56.16,0.04616,2019-05-30 04:14:00.000,HSF
SN 2020kru,19:15:35.903,+53:20:21.50,0.02723,2020-05-21 11:55:40.800,HSF
SN 2021ddh,08:39:29.117,-01:24:29.01,0.036,2021-02-17 10:12:00.000,HSF
SN 2019fkv,20:31:06.710,+08:44:22.26,0.055,2019-05-15 13:45:07.000,HSF
SN 2019ons,21:54:05.050,-16:09:34.27,0.037,2019-08-25 08:54:10.000,HSF
SN 2022trc,01:15:03.092,+14:05:08.24,0.06,2022-09-04 10:13:26.400,HSF
SN 2020ees,13:27:15.190,+32:02:01.03,0.024424,2020-03-05 11:19:40.800,HSF
SN 2020aabz,02:54:59.040,+04:03:37.01,0.0241,2020-11-16 07:39:21.600,HSF
SN 2019xvx,14:12:08.880,-04:07:13.48,0.06,2019-12-25 04:40:48.000,HSF
SN 2022son,21:32:52.595,-06:10:42.54,0.084,2022-08-29 06:49:28.004,HSF
SN 2020yzv,03:21:26.889,+03:36:23.49,0.073,2020-11-07 10:58:04.800,HSF
SN 2021accx,23:40:01.560,+27:16:37.49,0.031,2021-10-24 09:34:33.600,HSF
SN 2020ywf,23:13:45.705,+14:55:08.30,0.086,2020-11-02 04:44:14.997,HSF
SN 2020yvu,23:00:59.870,+40:54:38.16,0.01,2020-11-04 08:49:55.200,HSF
SN 2020ytj,23:04:04.410,+20:17:05.10,0.063152,2020-11-02 04:43:34.000,HSF
SN 2023gwx,19:44:33.436,+05:21:29.84,0.08,2023-04-27 10:07:24.004,HSF
SN 2019one,02:04:23.949,+03:11:12.53,0.063,2019-08-14 09:34:33.000,HSF
SN 2020buy,13:04:10.469,-04:32:03.97,0.09,2020-02-03 12:54:43.000,HSF
SN 2019omi,03:48:59.790,+00:55:36.91,0.0358,2019-08-24 11:07:03.000,HSF
SN 2021cac,09:55:05.473,-15:00:33.55,0.067,2021-02-06 11:11:02.400,HSF
SN 2021cbx,07:19:12.760,+56:31:55.52,0.07,2021-02-05 06:27:37.999,HSF
SN 2020qlr,17:28:52.900,+57:55:05.23,0.05,2020-07-29 03:51:23.996,HSF
SN 2021bkw,14:21:13.614,+20:42:53.99,0.0182,2021-01-31 13:16:19.200,HSF
SN 2019bsu,17:03:07.314,+27:56:43.52,0.06,2019-03-11 14:47:02.000,HSF
SN 2022aapl,02:34:40.568,-26:13:46.57,0.0575,2022-11-15 02:59:30.624,HSF
SN 2021bsf,12:06:04.040,+20:32:13.31,0.0237,2021-02-04 14:58:33.600,HSF
SN 2020zjn,05:08:08.774,+10:23:01.64,0.04,2020-11-12 09:04:39.996,HSF
SN 2022klg,13:52:43.750,+59:16:42.56,0.03,2022-05-22 09:16:31.872,HSF
SN 2022rcj,00:23:05.130,+29:16:26.26,0.075,2022-08-07 09:53:16.800,HSF
SN 2020ayh,19:21:08.160,+43:19:43.21,0.017,2020-01-25 04:19:12.000,HSF
SN 2021vt,13:27:07.776,+11:21:08.61,0.087,2021-01-09 11:36:56.002,HSF
SN 2020xtz,18:11:51.090,+14:58:56.82,0.007612,2020-10-21 03:57:33.002,HSF
SN 2020jge,18:14:44.504,+43:27:22.12,0.058,2020-05-04 11:17:19.968,HSF
SN 2021zw,12:44:32.960,+26:47:42.22,0.08,2021-01-09 09:42:16.998,HSF
SN 2022rnz,18:48:32.878,+36:02:23.11,0.07,2022-08-18 06:11:31.200,HSF
SN 2021low,11:44:46.260,+20:07:34.28,0.021958,2021-05-06 05:35:31.200,HSF
SN 2023hwg,16:47:41.584,+09:40:11.63,0.044,2023-05-10 00:39:33.408,HSF
SN 2022mtp,17:26:12.485,+27:37:07.38,0.086,2022-06-13 07:28:22.999,HSF
SN 2020nei,13:07:35.908,+43:33:36.05,0.062,2020-06-17 05:44:50.208,HSF
