# Object Type: Normal SNe Ia; Date: 2004-2009, 2024-2025; Number SNe: 500
SN 2024ilb,07:58:56.116,+71:02:28.34,0.07,2024-05-09 05:53:30.336,ATLAS
SN 2024ind,22:55:42.457,-03:11:57.74,0.05,2024-05-09 09:28:35.040,ATLAS
SN 2024ixr,16:53:47.156,-58:45:28.31,0.009,2024-05-15 22:59:19.104,ATLAS
SN 2024jck,01:15:52.450,-32:28:52.46,0.02,2024-05-19 09:47:30.336,ATLAS
SN 2024jea,01:32:47.265,-27:02:27.26,0.04,2024-05-19 09:42:41.760,ATLAS
SN 2024jfl,00:05:33.833,+03:49:34.95,0.04,2024-05-22 14:10:25.248,ATLAS
SN 2024jhc,13:06:35.613,-29:43:56.39,0.075,2024-05-25 20:51:43.200,ATLAS
SN 2024jhm,11:25:43.990,+14:40:26.08,0.04,2024-05-26 07:01:12.000,ATLAS
SN 2024jjy,17:20:25.378,+65:02:34.86,0.1,2024-05-27 10:42:47.232,ATLAS
SN 2024jkx,22:35:00.817,-38:26:05.99,0.059,2024-05-28 02:46:56.352,ATLAS
SN 2024jvc,14:37:43.447,+37:38:06.89,0.079,2024-05-27 09:10:07.392,ATLAS
SN 2024jxa,09:39:13.858,+20:30:15.16,0.044857,2024-05-30 06:01:58.368,ATLAS
SN 2024jz,15:33:04.830,-01:37:30.58,0.0093,2024-01-05 15:23:29.184,ATLAS
SN 2024jzl,21:05:06.155,-32:43:24.54,0.08,2024-05-30 00:49:46.848,ATLAS
SN 2024jzm,21:57:26.173,-18:18:43.41,0.07,2024-05-31 07:53:43.872,ATLAS
SN 2024kbv,20:20:59.034,-58:40:16.51,0.056,2024-06-01 02:00:24.768,ATLAS
SN 2024kbw,21:21:17.076,-42:43:36.44,0.06,2024-06-01 01:54:33.120,ATLAS
SN 2024kdy,20:56:54.364,+54:40:04.40,0.02,2024-06-02 13:27:09.792,ATLAS
SN 2024kef,23:08:19.508,+24:15:48.82,0.063,2024-06-02 13:52:09.696,ATLAS
SN 2024kgh,23:17:52.967,+22:45:40.35,0.06,2024-06-03 14:14:46.176,ATLAS
SN 2024kgu,12:32:37.480,+17:19:37.16,0.075,2024-06-04 07:37:04.224,ATLAS
SN 2024klc,21:07:59.945,-34:48:27.58,0.083,2024-06-05 13:16:59.808,ATLAS
SN 2024klg,11:48:37.369,+51:00:56.82,0.059,2024-06-06 06:32:38.688,ATLAS
SN 2024knj,23:43:47.927,-70:14:36.58,0.0843,2024-06-07 06:59:02.400,ATLAS
SN 2024kut,13:27:32.215,+20:12:23.36,0.095,2024-06-09 07:12:59.616,ATLAS
SN 2024kzl,23:58:34.396,+48:34:28.88,0.054,2024-06-06 13:51:56.736,ATLAS
SN 2024lbt,21:43:21.715,-07:52:32.31,0.055,2024-06-07 13:25:26.976,ATLAS
SN 2024les,00:39:17.979,+44:21:13.22,0.06,2024-06-12 14:03:12.384,ATLAS
SN 2024lgy,20:32:51.675,+03:09:54.79,0.05,2024-06-13 12:24:26.208,ATLAS
SN 2024lty,18:06:02.974,+59:38:35.93,0.05,2024-06-18 10:52:37.344,ATLAS
SN 2024luq,02:07:26.030,-02:05:20.87,0.03,2024-06-19 14:10:59.808,ATLAS
SN 2024lxm,03:33:34.630,-78:30:13.54,0.048,2024-06-21 02:15:58.752,ATLAS
SN 2024mnq,01:11:18.880,+31:53:24.07,0.017442,2024-06-23 13:37:11.136,ATLAS
SN 2024moo,00:38:54.430,+32:22:42.31,0.073,2024-06-23 13:36:31.392,ATLAS
SN 2024moy,14:02:27.860,+60:59:40.24,0.036908,2024-06-24 07:43:33.888,ATLAS
SN 2024mpq,22:30:41.062,+39:17:30.21,0.017,2024-06-24 12:27:11.232,ATLAS
SN 2024mss,05:29:38.210,-61:49:21.32,0.018,2024-06-25 04:01:10.272,ATLAS
SN 2024msu,21:24:24.274,-80:59:04.04,0.06,2024-06-25 00:20:42.432,ATLAS
SN 2024mwf,16:55:46.730,+26:08:40.50,0.04,2024-06-26 09:22:34.752,ATLAS
SN 2024mys,12:08:57.373,+13:02:10.24,0.066,2024-06-27 07:49:40.224,ATLAS
SN 2024myw,12:04:46.090,+09:25:19.13,0.035,2024-06-27 07:48:21.600,ATLAS
SN 2024mze,22:39:45.690,-66:44:01.64,0.042,2024-06-27 08:42:37.152,ATLAS
SN 2024mzw,13:23:24.170,-14:31:40.03,0.098,2024-06-27 19:42:57.600,ATLAS
SN 2024mzx,10:54:12.490,-06:12:32.98,0.0675,2024-06-27 17:15:36.288,ATLAS
SN 2024mzy,23:28:57.000,+19:03:11.45,0.07,2024-06-27 13:30:40.608,ATLAS
SN 2024N,14:04:48.370,-29:43:52.03,0.08,2024-01-01 15:29:02.688,ATLAS
SN 2024npr,00:06:29.968,-04:00:19.36,0.09,2024-07-01 14:15:36.288,ATLAS
SN 2024nrb,04:45:28.819,-16:22:29.73,0.0339,2024-07-02 09:55:15.168,ATLAS
SN 2024nrj,14:39:35.409,-79:42:18.22,0.074,2024-07-01 02:31:11.136,ATLAS
SN 2024nsk,15:04:52.753,+20:05:53.36,0.0729,2024-07-01 08:07:18.624,ATLAS
SN 2024nug,19:51:51.988,-30:34:44.96,0.03,2024-07-03 04:33:11.808,ATLAS
SN 2024nuu,17:02:28.504,+14:34:28.56,0.041,2024-07-03 09:15:33.120,ATLAS
SN 2024nvn,13:28:28.563,+38:06:51.15,0.085,2024-07-04 06:50:13.632,ATLAS
SN 2024nwq,00:16:10.130,-53:16:53.69,0.09,2024-07-05 05:45:04.032,ATLAS
SN 2024nwu,01:09:24.690,-66:15:38.92,0.0242,2024-07-05 07:06:15.264,ATLAS
SN 2024nwx,22:04:02.906,-56:00:28.62,0.04435,2024-07-05 06:53:06.432,ATLAS
SN 2024nxs,22:02:50.638,+22:37:07.63,0.087,2024-07-06 11:52:22.080,ATLAS
SN 2024nzy,23:55:44.476,-05:28:23.57,0.09,2024-06-30 08:42:06.048,ATLAS
SN 2024ozs,15:28:44.708,+03:35:10.57,0.0383,2024-07-07 07:37:01.632,ATLAS
SN 2024ozx,18:59:35.999,+33:18:06.77,0.068,2024-07-06 11:17:20.832,ATLAS
SN 2024pab,12:12:00.644,-00:46:12.30,0.0724,2024-07-05 06:36:40.608,ATLAS
SN 2024pad,23:35:08.363,-27:44:08.12,0.09,2024-07-06 07:43:27.840,ATLAS
SN 2024paf,14:21:06.984,+29:07:24.12,0.054154,2024-07-07 07:29:01.248,ATLAS
SN 2024pag,02:07:01.942,-13:09:30.50,0.07,2024-07-06 03:52:24.096,ATLAS
SN 2024pam,04:00:03.399,-36:59:44.61,0.06,2024-07-07 10:03:20.736,ATLAS
SN 2024pav,22:26:13.637,-50:57:48.43,0.05,2024-07-07 00:38:25.152,ATLAS
SN 2024pay,21:40:16.924,-08:04:10.96,0.088,2024-07-05 12:01:31.584,ATLAS
SN 2024pbb,22:42:42.120,-16:44:57.73,0.07,2024-07-06 01:01:41.376,ATLAS
SN 2024pbe,02:52:50.470,-01:17:09.17,0.023,2024-07-08 09:31:48.576,ATLAS
SN 2024pbf,04:09:55.773,-01:22:25.81,0.0244,2024-07-08 10:08:16.224,ATLAS
SN 2024pcv,03:58:38.788,-05:48:35.55,0.037,2024-07-08 10:06:55.872,ATLAS
SN 2024pcx,14:50:22.420,-02:27:29.09,0.07,2024-07-09 07:14:00.096,ATLAS
SN 2024peb,22:04:23.429,-48:37:39.05,0.0365,2024-07-09 05:47:50.784,ATLAS
SN 2024pem,04:44:57.538,-52:19:29.27,0.1,2024-07-09 09:56:57.984,ATLAS
SN 2024pft,13:12:34.978,-29:57:55.33,0.074,2024-07-10 01:09:31.392,ATLAS
SN 2024pjj,16:52:11.441,+26:09:01.78,0.1,2024-07-12 08:00:55.872,ATLAS
SN 2024pjl,04:28:14.132,-06:47:28.15,0.012129,2024-07-12 09:56:55.392,ATLAS
SN 2024pki,20:57:20.778,-46:42:56.63,0.06,2024-07-13 07:31:27.264,ATLAS
SN 2024pmk,02:18:51.051,-19:42:41.06,0.031,2024-07-14 08:24:48.384,ATLAS
SN 2024pml,00:38:33.650,-27:11:57.80,0.0608,2024-07-14 07:18:28.800,ATLAS
SN 2024pmm,16:15:07.160,+67:43:12.29,0.018,2024-07-14 08:40:12.000,ATLAS
SN 2024pno,02:28:05.352,-17:25:15.02,0.06,2024-07-14 07:58:23.808,ATLAS
SN 2024pnp,13:22:49.844,+60:42:57.79,0.09,2024-07-14 06:42:03.744,ATLAS
SN 2024pol,00:02:28.130,+12:44:22.31,0.079,2024-07-15 13:48:37.152,ATLAS
SN 2024ppd,13:36:04.560,+33:44:54.89,0.087,2024-07-16 07:13:48.000,ATLAS
SN 2024pqk,00:27:38.274,+45:31:28.51,0.04,2024-07-16 12:53:45.312,ATLAS
SN 2024prd,01:33:12.012,-06:24:03.62,0.088,2024-07-17 13:28:42.240,ATLAS
SN 2024prg,22:00:07.972,+07:25:29.02,0.044447101652622,2024-07-17 10:54:36.576,ATLAS
SN 2024ptm,00:25:50.231,+45:10:05.01,0.08,2024-07-18 12:58:05.376,ATLAS
SN 2024ptn,15:18:18.295,+45:43:37.00,0.037283,2024-07-18 07:36:13.248,ATLAS
SN 2024ptp,02:43:36.038,-11:01:21.51,0.02,2024-07-19 07:27:19.296,ATLAS
SN 2024ptq,03:32:34.440,+19:34:20.10,0.03,2024-07-18 14:26:41.568,ATLAS
SN 2024puf,00:41:51.946,-09:36:59.56,0.054056,2024-07-19 06:27:14.688,ATLAS
SN 2024pwm,01:18:47.620,-53:17:48.54,0.025,2024-07-22 05:51:24.192,ATLAS
SN 2024pwn,13:51:44.971,-29:20:12.79,0.047,2024-07-22 01:37:16.320,ATLAS
SN 2024qar,04:31:47.921,+01:40:30.49,0.04,2024-07-24 10:11:10.752,ATLAS
SN 2024qat,13:53:34.918,-35:36:46.44,0.04,2024-07-24 18:51:27.072,ATLAS
SN 2024qcc,13:24:47.607,+08:17:43.52,0.052,2024-07-25 17:46:40.800,ATLAS
SN 2024qjh,01:58:34.406,-01:48:39.42,0.046,2024-07-28 07:15:35.136,ATLAS
SN 2024qjl,23:26:11.557,-20:48:49.64,0.088,2024-07-26 08:05:00.384,ATLAS
SN 2024qjp,23:23:35.425,-07:23:37.30,0.095,2024-07-27 14:00:55.008,ATLAS
SN 2024qls,23:01:52.631,-14:21:39.67,0.08,2024-07-27 06:26:43.584,ATLAS
SN 2024qng,00:45:19.427,-03:41:22.15,0.07,2024-07-29 12:56:34.656,ATLAS
SN 2024qnk,00:26:05.649,+16:09:22.87,0.078,2024-07-29 13:05:30.336,ATLAS
SN 2024qwp,00:20:30.824,-28:38:39.05,0.075,2024-08-01 00:34:05.952,ATLAS
SN 2024qxa,06:25:35.217,-22:56:28.77,0.024,2024-08-02 03:37:12.576,ATLAS
SN 2024qxx,02:03:41.340,+15:06:45.72,0.05,2024-08-01 14:05:55.680,ATLAS
SN 2024rkc,13:13:25.463,+27:47:38.36,0.021,2024-08-05 06:46:26.400,ATLAS
SN 2024rkg,13:46:22.498,+59:40:46.83,0.041,2024-08-05 06:08:52.224,ATLAS
SN 2024rkk,14:29:42.213,+26:27:01.66,0.079,2024-08-04 06:17:40.128,ATLAS
SN 2024rku,16:15:10.563,+51:10:26.77,0.114,2024-08-05 08:18:34.272,ATLAS
SN 2024rlh,23:41:57.398,-19:02:16.15,0.07,2024-08-06 00:32:17.088,ATLAS
SN 2024rmv,18:57:30.785,+50:26:55.46,0.09,2024-08-05 09:12:38.592,ATLAS
SN 2024rxr,13:59:14.204,+25:57:48.97,0.064,2024-08-10 06:01:35.040,ATLAS
SN 2024rzg,19:25:10.074,-31:06:14.49,0.1,2024-08-12 01:50:45.024,ATLAS
SN 2024saw,23:34:06.062,-20:47:07.75,0.058,2024-08-11 05:52:48.000,ATLAS
SN 2024sck,20:14:38.648,+56:46:29.81,0.080049,2024-08-13 08:17:14.784,ATLAS
SN 2024sdn,17:25:13.430,+72:52:48.01,0.05,2024-08-13 11:00:40.320,ATLAS
SN 2024sdv,18:12:32.238,-49:29:16.61,0.03,2024-08-10 03:57:36.000,ATLAS
SN 2024sfk,01:43:26.220,+16:58:22.04,0.027,2024-08-14 13:19:30.144,ATLAS
SN 2024sku,14:12:05.400,-07:50:18.82,0.035,2024-08-18 06:13:47.712,ATLAS
SN 2024skv,03:31:35.757,-07:29:50.27,0.055536,2024-08-16 14:16:24.672,ATLAS
SN 2024slf,04:21:31.759,+41:20:18.93,0.03,2024-08-19 14:23:49.632,ATLAS
SN 2024smo,16:15:33.990,+42:52:43.69,0.058,2024-08-22 06:13:18.336,ATLAS
SN 2024sol,00:49:06.588,-31:04:56.33,0.05,2024-08-23 06:21:36.864,ATLAS
SN 2024ssi,00:39:40.167,+26:11:49.37,0.05,2024-08-24 10:42:03.168,ATLAS
SN 2024ssj,21:51:18.799,+25:10:27.50,0.06,2024-08-24 07:54:02.016,ATLAS
SN 2024sui,20:08:10.557,-43:09:54.02,0.08,2024-08-25 18:12:23.040,ATLAS
SN 2024svg,04:30:04.997,-51:46:30.21,0.047,2024-08-26 05:00:04.896,ATLAS
SN 2024svi,20:40:34.248,-71:58:22.40,0.045,2024-08-25 20:26:24.288,ATLAS
SN 2024svr,04:36:01.753,-29:16:39.00,0.05397,2024-08-26 08:45:43.776,ATLAS
SN 2024sza,17:26:53.388,+56:50:53.51,0.027,2024-08-23 07:12:58.752,ATLAS
SN 2024tdb,05:30:54.384,+08:58:32.54,0.04,2024-08-27 14:03:08.928,ATLAS
SN 2024tyd,02:39:24.413,-46:09:28.23,0.05,2024-08-30 13:01:06.816,ATLAS
SN 2024tyh,05:54:07.965,+41:41:31.86,0.0558,2024-08-30 13:40:05.664,ATLAS
SN 2024uad,02:24:32.329,-49:39:14.86,0.07,2024-08-30 13:04:03.072,ATLAS
SN 2024uae,05:04:43.262,-31:55:58.18,0.08,2024-08-31 02:20:22.272,ATLAS
SN 2024ucy,05:19:26.677,+51:14:21.91,0.035,2024-08-31 14:07:54.912,ATLAS
SN 2024ufy,22:08:58.086,-34:31:18.73,0.08,2024-09-01 04:32:09.600,ATLAS
SN 2024ufz,15:23:24.995,-37:22:36.21,0.014283,2024-09-01 01:37:05.088,ATLAS
SN 2024ugc,02:45:17.360,+35:18:19.91,0.026,2024-08-30 12:54:10.368,ATLAS
SN 2024uks,08:00:32.790,+51:47:39.48,0.06,2024-09-02 14:37:08.832,ATLAS
SN 2024uqc,05:36:49.370,-27:00:32.18,0.05,2024-09-02 02:32:34.944,ATLAS
SN 2024usv,01:27:59.569,-27:12:33.72,0.03,2024-09-01 05:49:50.016,ATLAS
SN 2024usx,21:49:45.521,-29:02:35.65,0.082,2024-09-05 04:08:04.992,ATLAS
SN 2024vdu,02:17:52.501,-09:47:51.11,0.055,2024-09-09 06:45:25.056,ATLAS
SN 2024vfz,01:41:52.102,-19:43:17.26,0.08,2024-09-11 03:12:27.360,ATLAS
SN 2024vga,05:14:00.566,-43:08:47.96,0.082,2024-09-11 07:38:27.168,ATLAS
SN 2024vke,03:17:23.520,-15:10:35.72,0.03,2024-09-13 06:48:49.824,ATLAS
SN 2024vks,07:51:14.264,+34:25:07.54,0.06276453,2024-09-15 14:30:07.200,ATLAS
SN 2024vuu,23:14:34.259,+06:33:23.30,0.0212,2024-09-21 10:33:59.328,ATLAS
SN 2024wdm,16:17:44.750,+36:26:11.69,0.070237,2024-09-24 05:30:15.840,ATLAS
SN 2024wri,19:12:42.930,-03:56:14.82,0.019,2024-09-27 06:24:32.256,ATLAS
SN 2024wsp,00:57:45.154,-05:48:13.05,0.06,2024-09-27 09:56:26.016,ATLAS
SN 2024wtr,08:25:03.649,+33:54:50.55,0.038,2024-09-28 13:12:40.608,ATLAS
SN 2024wts,00:30:28.410,-32:58:56.04,0.1,2024-09-28 05:40:35.328,ATLAS
SN 2024wuj,02:38:20.389,+04:43:23.41,0.0747,2024-09-27 09:42:12.384,ATLAS
SN 2024xed,02:28:24.076,+23:33:29.70,0.0339,2024-10-02 13:10:14.592,ATLAS
SN 2024xel,04:35:09.272,-24:36:26.42,0.0751,2024-10-02 06:51:28.800,ATLAS
SN 2024xem,22:50:06.600,-32:42:15.19,0.077,2024-10-02 03:15:34.848,ATLAS
SN 2024xex,05:54:58.796,+51:53:45.58,0.058,2024-09-30 13:13:29.856,ATLAS
SN 2024xez,02:10:23.218,-17:55:28.32,0.07,2024-10-03 06:21:24.768,ATLAS
SN 2024xhf,03:10:49.161,-00:21:24.95,0.04,2024-10-03 11:16:21.216,ATLAS
SN 2024xhg,16:10:20.700,+67:50:06.97,0.04,2024-10-04 05:01:32.160,ATLAS
SN 2024xhi,16:54:07.660,+61:48:27.83,0.06,2024-10-04 05:08:46.752,ATLAS
SN 2024xhl,17:56:51.130,+56:59:06.36,0.07,2024-10-04 05:56:00.672,ATLAS
SN 2024xhm,03:07:59.271,-38:55:49.13,0.066,2024-10-03 23:45:35.136,ATLAS
SN 2024xhw,09:28:44.230,+39:25:42.70,0.0755,2024-10-04 14:32:28.032,ATLAS
SN 2024xhx,09:39:58.168,+38:12:35.74,0.069,2024-10-04 14:23:17.664,ATLAS
SN 2024xjv,03:25:16.920,-05:57:43.87,0.070186,2024-10-05 11:28:40.800,ATLAS
SN 2024xky,23:34:34.592,+40:35:16.82,0.033,2024-10-06 09:17:49.632,ATLAS
SN 2024xkz,22:34:32.670,+39:29:05.68,0.079,2024-10-06 09:09:11.232,ATLAS
SN 2024xlb,18:51:14.205,+35:06:25.71,0.08,2024-10-06 06:52:44.832,ATLAS
SN 2024xli,02:38:57.975,+36:34:00.35,0.0374,2024-10-06 11:09:28.224,ATLAS
SN 2024xmd,07:49:01.356,+55:25:34.18,0.041,2024-10-06 14:37:52.032,ATLAS
SN 2024xme,01:48:19.539,+42:03:42.70,0.1,2024-10-06 10:26:41.280,ATLAS
SN 2024xmw,01:02:20.453,+35:41:38.71,0.085,2024-10-07 09:51:35.712,ATLAS
SN 2024xmy,04:55:28.858,-01:05:53.85,0.06,2024-10-07 14:09:55.008,ATLAS
SN 2024xoq,07:45:45.686,+52:52:40.63,0.065,2024-10-08 13:41:38.976,ATLAS
SN 2024xor,01:00:51.608,+25:40:03.96,0.112,2024-10-03 11:10:22.656,ATLAS
SN 2024xos,01:11:56.392,+50:15:55.28,0.08,2024-10-08 10:57:12.096,ATLAS
SN 2024xot,10:42:41.170,+44:06:11.59,0.06,2024-10-08 14:48:14.112,ATLAS
SN 2024xqa,02:28:05.866,+07:52:51.04,0.073,2024-10-09 12:17:17.664,ATLAS
SN 2024xqc,00:21:36.997,-04:13:05.34,0.04,2024-10-09 09:43:04.224,ATLAS
SN 2024xra,01:52:55.560,-00:10:09.17,0.080567,2024-10-09 11:13:29.280,ATLAS
SN 2024xup,07:20:44.880,+18:37:11.03,0.066,2024-10-09 14:17:27.744,ATLAS
SN 2024xvz,18:53:53.324,+29:31:17.59,0.09,2024-10-12 06:19:21.216,ATLAS
SN 2024xyn,02:39:23.969,+02:39:07.88,0.021522,2024-10-13 10:36:08.064,ATLAS
SN 2024ygg,03:17:39.402,+28:01:34.83,0.04,2024-10-15 12:12:19.584,ATLAS
SN 2024yid,02:47:16.950,-69:12:14.22,0.0604,2024-10-17 08:16:35.040,ATLAS
SN 2024ykr,01:10:32.490,-05:42:19.48,0.037039,2024-10-19 11:08:09.600,ATLAS
SN 2024yq,14:07:51.450,-10:03:42.05,0.04,2024-01-13 14:43:15.168,ATLAS
SN 2024yrc,19:23:47.840,+33:39:53.49,0.05,2024-10-20 06:38:21.696,ATLAS
SN 2024ysu,01:42:35.582,+00:13:35.04,0.08,2024-10-21 10:07:40.800,ATLAS
SN 2024ysw,02:24:42.581,-07:56:58.39,0.0538,2024-10-21 11:14:26.304,ATLAS
SN 2024zca,06:29:43.702,+17:26:45.31,0.047,2024-10-24 13:25:19.200,ATLAS
SN 2024zct,03:56:13.909,-31:01:58.95,0.1,2024-10-24 22:17:40.416,ATLAS
SN 2024zcv,03:40:35.339,-41:52:16.10,0.115,2024-10-23 21:40:44.256,ATLAS
SN 2024zcw,00:43:27.793,-43:32:26.58,0.14,2024-10-22 21:32:10.176,ATLAS
SN 2024zjo,07:31:14.744,-54:33:03.67,0.032,2024-10-25 07:26:55.968,ATLAS
SN 2024zss,20:55:23.394,-05:40:53.73,0.079,2024-10-29 18:14:06.720,ATLAS
SN 2024zue,07:23:30.971,+59:25:53.49,0.1,2024-10-30 13:39:06.048,ATLAS
SN 2024zug,11:43:15.340,+33:15:58.28,0.035443,2024-10-30 14:51:04.320,ATLAS
SN 2024zvq,03:41:43.115,-74:45:28.71,0.05,2024-10-30 22:15:55.008,ATLAS
SN 2024zvr,09:37:37.020,-19:01:18.44,0.06,2024-10-31 07:45:02.016,ATLAS
SN 2024zvt,23:14:52.954,-11:57:53.92,0.087,2024-10-31 02:13:57.792,ATLAS
SN 2024zvu,03:18:11.449,-45:30:46.85,0.07,2024-10-30 20:03:13.248,ATLAS
SN 2024zvx,10:01:05.223,-85:45:45.46,0.064,2024-10-31 02:05:58.272,ATLAS
SN 2024zwa,00:00:48.041,+02:31:46.72,0.074,2024-10-31 08:31:57.792,ATLAS
SN 2024zxt,02:29:24.000,-33:08:24.38,0.08,2024-10-31 05:33:55.296,ATLAS
SN 2025aac,11:18:08.256,-45:13:00.42,0.06,2025-01-22 22:36:00.288,ATLAS
SN 2025aar,12:53:19.354,-29:03:52.65,0.055,2025-01-23 06:08:54.816,ATLAS
SN 2025abb,08:13:49.892,+09:46:06.40,0.05,2025-01-23 11:12:27.072,ATLAS
SN 2025aec,09:07:03.220,+38:19:34.98,0.055,2025-01-24 10:24:38.592,ATLAS
SN 2025aef,11:33:55.954,+18:01:05.23,0.06454,2025-01-20 12:22:02.784,ATLAS
SN 2025aet,06:51:06.312,+19:46:40.33,0.07,2025-01-24 09:49:35.616,ATLAS
SN 2025afh,03:07:48.847,-04:15:36.85,0.031,2025-01-25 19:07:58.080,ATLAS
SN 2025afx,06:59:15.857,-45:54:23.78,0.03,2025-01-25 03:56:38.112,ATLAS
SN 2025afy,13:39:48.604,-34:30:42.55,0.07281,2025-01-24 02:09:23.904,ATLAS
SN 2025aga,13:55:17.405,-17:57:59.70,0.094,2025-01-26 08:06:50.112,ATLAS
SN 2025aio,10:26:48.361,+08:43:15.33,0.071,2025-01-28 05:55:14.016,ATLAS
SN 2025aja,11:33:36.520,+45:51:06.80,0.033,2025-01-28 15:03:37.728,ATLAS
SN 2025akf,02:21:32.611,-43:05:46.12,0.08,2025-01-29 01:03:56.160,ATLAS
SN 2025akv,07:43:22.180,-29:12:55.50,0.025,2025-01-30 04:11:19.392,ATLAS
SN 2025akw,05:05:12.816,-20:22:47.20,0.070659,2025-01-30 02:34:22.080,ATLAS
SN 2025akx,05:06:38.701,-28:45:18.24,0.08,2025-01-30 02:15:00.864,ATLAS
SN 2025an,10:57:06.291,+12:35:18.48,0.045,2025-01-03 12:47:28.608,ATLAS
SN 2025anc,04:28:46.845,-44:34:01.86,0.05,2025-01-29 01:42:15.264,ATLAS
SN 2025apl,09:36:33.388,-05:06:37.14,0.04,2025-02-01 04:27:02.016,ATLAS
SN 2025app,04:02:17.714,+10:12:39.73,0.04,2025-02-01 01:40:27.264,ATLAS
SN 2025asr,15:49:59.595,+17:24:56.58,0.04,2025-02-02 14:30:28.800,ATLAS
SN 2025atg,12:50:18.020,+14:24:36.37,0.087,2025-02-02 11:55:31.296,ATLAS
SN 2025auk,14:16:30.817,+39:35:09.94,0.03,2025-02-03 12:53:15.936,ATLAS
SN 2025awa,08:39:35.499,-63:07:45.37,0.0175,2025-02-02 04:10:43.968,ATLAS
SN 2025awf,11:24:32.084,-32:03:28.67,0.06581,2025-02-03 05:48:17.568,ATLAS
SN 2025awn,10:32:56.915,+41:27:36.22,0.058,2025-02-04 10:32:36.384,ATLAS
SN 2025axg,13:26:06.533,+24:43:35.04,0.068,2025-02-04 12:14:29.184,ATLAS
SN 2025ayl,13:43:25.345,+16:39:47.58,0.026562,2025-02-05 08:30:14.112,ATLAS
SN 2025ayp,07:16:47.355,-35:36:12.15,0.03,2025-02-03 04:07:41.664,ATLAS
SN 2025ayu,09:52:27.624,-69:31:40.73,0.071,2025-02-06 06:16:50.016,ATLAS
SN 2025azh,07:47:36.013,+05:37:32.58,0.056,2025-02-06 09:22:18.336,ATLAS
SN 2025azi,15:20:20.103,+10:47:07.77,0.082,2025-02-06 14:51:33.696,ATLAS
SN 2025bbw,15:21:02.549,+33:05:41.14,0.081,2025-02-08 13:36:14.976,ATLAS
SN 2025bbx,14:47:08.494,-39:30:33.65,0.067,2025-02-08 08:19:37.344,ATLAS
SN 2025bbz,16:46:39.488,-08:24:13.85,0.03,2025-02-08 15:23:50.784,ATLAS
SN 2025bdl,06:38:08.352,-40:02:34.75,0.06,2025-02-06 03:13:51.168,ATLAS
SN 2025bec,03:40:49.482,+39:37:08.46,0.042,2025-02-10 07:52:56.352,ATLAS
SN 2025bj,13:56:50.873,+26:45:40.24,0.16,2025-01-04 14:34:16.896,ATLAS
SN 2025bod,05:32:14.678,-19:05:26.91,0.07,2025-02-08 02:46:20.064,ATLAS